Name,Gender
Marian Alden,0
Wilda Bennett,0
Diane Bernard,0
Black Ace,0
Richard Bond,2
Sidney Bracey,2
Edgar Edwards,2
Paulette Evans,0
Jack A. Goodrich,2
John Harron,2
Alexander Leftwich,0
Will Morgan,2
Wedgwood Nowell,0
Ila Rhodes,0
Speirs Ruskell,0
Cliff Saum,2
Rosella Towne,1
William Worthington,2
Maris Wrixon,1
Robert Donat,2
Terry Kilburn,2
Judith Furse,1
Lyn Harding,0
Milton Rosmer,2
Louise Hampton,1
David Tree,2
Edmund Breon,2
Jill Furse,0
Scott Sunderland,2
Leonard Boucher,0
Henry Caine,2
David Croft,2
Leo de Pokorny,0
Clive Dunn,0
Cyril Frankel,2
Peter Gawthorne,2
Dane Gordon,2
Simon Lack,0
Jack Lambert,2
John Longden,2
Patrick Ludlow,2
Guy Middleton,2
Phyllis Morris,1
Cyril Raymond,2
J.H. Roberts,2
Ronald Ward,0
Irene Dunne,1
Lee Bowman,2
Astrid Allwyn,1
Mary Bovard,1
Tom Dugan,2
Dell Henderson,2
Carol Hughes,1
Lloyd Ingraham,2
Phyllis Kennedy,1
Fred Malatesta,2
Edward Arnold,2
Harry Carey,2
William Demarest,2
Billy Watson,2
Delmar Watson,2
John Russell,2
Harry Watson,2
Garry Watson,0
H.V. Kaltenborn,0
Frances Gifford,1
Colin James Mackey,0
Dickie Jones,2
Maurice Cass,2
Edwin August,0
Stanley Mack,0
Wade Boteler,2
Robert Emmett Keane,2
Kathryn Bates,0
Frank Austin,2
Tommy Baker,0
Robert Sterling,2
Tommy Bupp,2
Dora Clement,1
Harry C. Bradley,2
Lynton Brent,2
Ed Brewer,0
Harlan Briggs,2
Frederick Burton,2
Ken Carpenter,0
Burr Caruth,0
Allan Cavan,0
Hal Cooke,0
Anne Cornwall,1
Georgie Cooper,0
Jack Cooper,0
Nick Copeland,0
Vernon Dent,2
Beatrice Curtis,0
Dulcie Day,0
Wally Dean,0
Helen Jerome Eddy,1
Douglas Evans,2
Joe Devlin,2
Clyde Dilson,0
Neal Dodd,2
Edward Earle,2
Mabel Forrest,0
Gladys Gale,1
Jack Gardner,2
June Gittelson,1
Lorna Gray,1
Frank Jaquet,2
Wright Kramer,0
Fred Hoose,0
Roger Haliday,0
Wilfred Hari,0
Philip Hurlic,2
Dick Jensen,0
John Lester Johnson,2
Evalyn Knapp,1
Bobby Larson,0
Billy Lechner,0
Jackie Lowe,0
P.H. Levy,0
Jack Lindquist,0
Jack Low,0
Jimmie Lucas,0
Mary MacLaren,1
Ralph McCullough,2
George McKay,0
Lafe McKee,2
Ben Taggart,2
Wilfred Lucas,2
James McNamara,0
Robert Middlemass,2
Howard M. Mitchell,2
Gene Morgan,2
Ray Nichols,0
Alex Novinsky,0
Ed Randolph,0
Charles Regan,2
Jack Richardson,2
Walter Soderling,2
Harry Stafford,0
Victor Travis,2
Carl Stockdale,2
Paul Stanton,2
Johnny Russell,0
Frank M. Thomas,2
Lloyd Whitlock,2
John Tyrrell,2
Frederick Vroom,2
Arthur Thalasso,2
Edward Thomas,0
Laura Treadwell,0
Layne Tom Jr.,0
Myonne Walsh,0
Billy Wayne,2
Max Waizmann,0
John Ward,2
Jane Loofbourrow,0
Emma Tansey,0
Bess Wade,0
Eleanor Wood,0
Gus Glassmire,0
David Wade,0
Greta Garbo,1
Melvyn Douglas,2
Bela Lugosi,2
Rolfe Sedan,2
Richard Carle,2
Symona Boniface,1
Frederika Brown,1
Emilie Cabanne,0
Paul Ellis,0
Frank Fletcher,0
Lawrence Grant,2
Jennifer Gray,0
Ray Hendricks,0
Hans Joby,0
Charles Judels,2
Armand Kaliz,2
Ernst Lubitsch,2
Peggy Moran,1
Sandra Morgan,0
Lucille Pinson,0
Alexander Schoenberg,2
Tamara Shayne,1
Florence Shirley,1
Kay Stewart,1
Elizabeth Williams,0
Bob Steele,2
Granville Bates,2
Silver Tip Baker,0
John Beach,0
Baldwin Cooke,2
Whitney De Rahm,0
Jack Lawrence,0
Henriette Kay,0
Carl Pitti,2
Charles Watt,0
Claire Trevor,1
Louise Platt,1
George Bancroft,2
Donald Meek,2
Berton Churchill,2
Chief John Big Tree,0
Whitehorse,0
Dorothy Appleby,1
Ted Billings,2
Wiggie Blowne,0
Ed Brady,2
Fritzi Brunette,1
Nora Cecil,1
Steve Clemente,0
Bill Cody,0
Marga Ann Deighton,0
Patricia Doyle,0
Helen Gibson,0
Cornelius Keefe,2
Florence Lake,1
Al Lee,0
Duke R. Lee,2
Theodore Lorch,2
Jim Mason,2
J.P. McGowan,0
Jack Mohr,0
Artie Ortego,2
Vester Pegg,2
Chris Phillips,0
Joe Rickson,2
Chuck Stubbs,2
Leonard Trainor,0
Mary Kathleen Walker,0
Bryant Washburn,2
Elvira Ríos,1
Ray Bolger,2
Jack Haley,2
Bert Lahr,2
Pat Walshe,0
Terry,0
Harry Earles,2
Jerry Maren,2
Paul Rodriguez,2
Parnell St. Aubin,0
Merle Oberon,1
Flora Robson,1
Hugh Williams,2
Sarita Wooton,1
Rex Downing,2
Douglas Scott,2
Romaine Callender,2
Alice Ehlers,0
Helena Grant,1
Susanne Leach,0
Tommy Martin,0
Schuyler Standish,0
Diane Williams,0
Thomas Gomez,2
Dorothy Patrick,1
Basil Ruysdael,2
Gordon Gebert,2
Mala Powers,1
Morris Carnovsky,2
Ralph Clanton,2
Gil Warren,0
Peggy Dow,1
Julie Adams,1
Will Geer,2
Jim Backus,2
Nana Bryant,1
Marjorie Crossland,1
Richard Egan,2
Larry Keating,2
Joan Banks,1
Horace McMahon,2
Joseph Wiseman,2
Luis van Rooten,2
Bert Freed,2
Russell Evans,0
Burt Mustin,2
Catherine Doucet,1
James Maloney,2
Shirley Booth,1
Edwin Max,0
Virginia Hall,0
Virginia Mullen,1
Beverly Mook,0
Bobby Driscoll,2
Linda Christian,1
Kurt Kasznar,2
Jeanette Nolan,1
Richard Erdman,2
Marlene Cameron,0
Annabel Faber,0
Kathryn Sheldon,1
Maurice Marsac,2
Martin Gabel,2
Harry Bronson,0
Rita Vale,0
Rex O'Malley,2
Rita Gam,1
John McKutcheon,0
Joe Conlin,0
Julie Harris,1
Richard Davalos,2
Harold Gordon,2
Timothy Carey,2
Robert Gardett,0
Chief Leonard George,0
Lillian West,1
Lonny Chapman,2
Cliff Fields,0
Ken Miller,2
Patricia Prest,0
Mickey Roth,0
Robert Foulk,2
John Halloran,2
Charles Anthony Hughes,2
Jonathan Haze,2
Earle Hodgins,2
Edward McNally,0
Mario Siletti,2
Sid Troy,0
Madge Kennedy,1
Jill Bennett,1
Laurence Naismith,2
Eric Pohlmann,2
Toni Gerry,0
Vittorio Gassman,2
Herbert Lom,2
Oskar Homolka,2
Anita Ekberg,1
May Britt,1
Milly Vitale,1
Lea Seidl,1
Anna Maria Ferrero,1
Patrick Crean,0
Anthony Franciosa,2
Dolores Hart,1
Dan O'Herlihy,2
Efrem Zimbalist Jr.,2
Mabel Albertson,1
Stephen Dunne,0
Joan Weldon,0
Kathryn Card,1
Eleanor Audley,1
Susan Hayward,1
Virginia Vincent,1
Philip Coolidge,2
Bartlett Robinson,2
Gage Clarke,0
Joe De Santis,2
Russell Thorson,2
Stafford Repp,2
Lou Krugman,0
James Philbrook,2
Alice Backes,1
Gerry Mulligan,0
Shelly Manne,0
Red Mitchell,2
Art Farmer,0
Frank Rosolino,0
Pete Jolly,0
Bud Shank,0
Ava Gardner,1
Donna Anderson,1
John Tate,2
Guy Doleman,2
Harp McGuire,2
Ken Wayne,0
Joe McCormick,0
Lou Vernon,0
Kevin Brennan,2
Dick York,2
Elliott Reid,2
Paul Hartman,2
Jimmy Boyd,2
Hope Summers,1
Florence Eldridge,1
Leon Alton,2
Ralph Bucko,2
Rudy Sooter,0
Gail Bonney,1
Jack Daly,0
Donald Elson,2
David Fresco,0
Joseph Hamilton,0
Robert Osterloh,2
Justice Watson,2
John Gavin,2
John Dall,2
Harold J. Stone,2
Paul Baxley,2
Louie Elias,2
Brad Harris,2
Hubie Kerns,0
Regis Parton,0
Jack Perkins,2
Wally Rose,2
Aaron Saxon,0
Jerry Summers,2
Shari Lee Bernath,0
Bill Blackburn,2
David Bond,2
Polly Burson,0
Carol Daniels,0
Lila Finn,0
Sol Gorss,2
Betty Harford,1
Harry Harvey Jr.,2
Wayne Heffley,2
Pete Kellett,2
Joan McKellen,0
Eddie Parker,2
Frosty Royce,0
Autumn Russell,1
Helen Thurston,1
Louise Vincent,1
Bill Catching,2
Chuck Courtney,2
Robert F. Hoy,2
Valley Keene,0
Buddy Van Horn,2
Jack Williams,2
Wayne Burson,0
Dick Crockett,2
John Daheim,2
Ronnie Rondell Jr.,2
Don Turner,2
Peter Virgo,2
Fred Zendar,0
Terence de Marney,2
Roy Engel,2
Paul Keast,0
Otto Malde,0
Logan Field,2
John Stephenson,2
Jeanne Gerson,0
Preston Peterson,0
George Robotham,0
Jack Grinnage,2
Anthony Jochim,0
Vinton Hayworth,2
Jil Jarmyn,1
Aron Kincaid,2
Bob Morgan,2
Tracy Olsen,1
Leonard Penn,2
Vic Perrin,2
Larry Thor,2
Carleton Young,2
Robert Stevenson,2
John Barton,0
Ralph Bellamy,2
Jean Hagen,1
Ann Shoemaker,1
Alan Bunce,0
Zina Bethune,1
Frank Ferguson,2
Geneviève Page,1
John Fraser,2
Gary Raymond,2
Hurd Hatfield,2
Massimo Serato,2
Andrew Cruickshank,2
Carlo Giustini,0
Fausto Tozzi,2
Katina Noble,0
Nerio Bernardi,0
Omero Capanna,2
Rosalba Neri,1
José Terrón,2
Audrey Christie,1
Barbara Loden,1
Zohra Lampert,1
Gary Lockwood,2
Joanna Roos,0
John McGovern,2
Jan Norris,0
Martine Bartlett,0
Crystal Field,1
Marla Adams,1
Lynn Loring,2
Phyllis Diller,1
Sean Garrison,2
William Inge,2
Anne Caprile,1
Ty Hardin,2
Andrew Duggan,2
Corey Allen,0
Jennifer Howard,0
Chad Everett,2
Lesley Ann Warren,1
Alex Cord,2
Alan Hewitt,2
Tom Palmer,2
Debbie Megowan,0
Maxine Stuart,1
Lynn Borden,1
Charlene Holt,1
Mel Blanc,2
Jennifer Edwards,1
James Lanphier,2
Doye O'Dell ,0
Jack Riley,2
Katherine Squire,1
Russ Bender,2
John Bard Manulis,2
Barbara Hines,1
Larry Parks,2
Susan Kohner,1
David McCallum,2
David Kossoff,2
Joseph Fürst,2
Stefan Schnabel,2
Moira Redmond,1
Corinne Calvet,1
Dan Dailey,2
James Dunn,2
Juano Hernández,2
Sharon Tate,1
Patty Duke,1
Inga Swenson,1
Andrew Prine,2
Kathleen Comegys,1
John Bliss,2
Grant Code,0
William F. Haddock,0
Judith Lowry,1
Angie Dickinson,1
James Gregory,2
Bethel Leslie,1
Dick Sargent,2
Larry Storch,2
Robert F. Simon,2
Syl Lamont,2
Paul Carr,2
Charlie Briggs,2
Bobby Darin,2
Ted Bessell,2
Mike Farrell,2
Paul Lukather,2
Titus Moede,2
Ken Swofford,2
Romy Schneider,1
Carol Lynley,1
Dorothy Gish,1
Bill Hayes,2
Cameron Prud'Homme,0
John Saxon,2
Loring Smith,0
Jose Duvall,0
Peter MacLean,2
Ossie Davis,2
Jill Haworth,1
Robert Morse,2
Arthur Hunnicutt,2
Patrick O'Neal,2
Peter Weck,2
Billy Reed,0
Dino Di Luca,0
Rudolf Forster,2
Josef Meinrad,2
Erik Frey,0
Josef Krastel,2
Matthias Fuchs,2
Vilma Degischer,0
Jürgen Wilke,0
Wilma Lipp,1
Stefan Skodler,0
Charles Bronson,2
James Coburn,2
Hannes Messemer,2
John Leyton,2
Angus Lennie,2
Robert Graf,2
Jud Taylor,0
Hans Reiser,2
Harry Riebauer,2
William Russell,2
Ulrich Beiger,2
Lawrence Montaigne,2
Robert Desmond,0
Heinz Weiss,2
Tom Adams,2
Karl-Otto Alberty,2
Arthur Atkinson,0
Patricia Neal,1
John Ashley,2
Val Avery,2
George O. Petrie,2
Curt Conway,2
Sheldon Allman,0
Pitt Herbert,2
Carl Low,0
Robert Hinkle,0
Sharyn Hillyer,1
Don Kennedy,2
Hayley Mills,1
Elizabeth Sellars,1
Lally Bowers,1
Toke Townley,2
Tonie MacMillan,0
Geraldine Page,1
Glenn Ford,2
Barbara Nichols,1
Alice Pearce,1
Richard Deacon,2
Patricia Barry,1
Ruth McDevitt,1
Sue Lyon,1
Skip Ward,2
Grayson Hall,1
Gladys Hill,1
Emilio Fernández,2
Eloise Hardt,1
Elizabeth Hartman,1
Ivan Dixon,2
Kelly Flynn,0
Debi Storm,1
Renata Vanni,1
Saverio LoMedico,0
Fred Holliday,0
Dorothy Lovett,1
Gregg Martell,0
Virginia McKenna,1
Bill Travers,2
Peter Lukoye,2
Omar Chambati,2
Bill Godden,2
Robert S. Young,2
Bryan Epsom,0
Geoffrey Best,0
Robert Cheetham,2
Surya Patel,0
Claudia Cardinale,1
Rafael Bertrand,0
Jorge Martínez de Hoyos,0
Marie Gomez,0
José Chávez,2
Carlos Romero,2
John Forsythe,2
Gerald S. O'Loughlin,2
John Gallaudet,2
John McLiam,2
Ruth Storey,0
Paul Hough,2
Duke Hobbie,0
Leon Janney,0
Dick Van Patten,2
Barney Martin,2
Georgia Brown,1
Michael Goodliffe,2
Sondra Locke,1
Laurinda Barrett,1
Chuck McCann,2
Biff McGuire,0
Percy Rodriguez,2
Jackie Marlowe,0
Wayne Smith,2
Hubert Harper,0
Sherri Vise,0
David Janssen,2
Vittorio De Sica,2
Rosemary Dexter,1
Burt Kwouk,2
Arnoldo Foà,2
Paul Rogers,2
George Pravda,2
Clive Revill,2
Isa Miranda,1
Gerald Harper,2
Peter Copley,2
Arthur Howard,2
Jean Rougeul,0
Pamela Franklin,1
Diane Grayson,1
Jane Carr,0
Shirley Steedman,1
Heather Seymour,0
Margo Cunningham,0
Lavinia Lang,0
Isla Cameron,0
Antoinette Biggerstaff,0
Molly Weir,0
Rona Anderson,1
Michael Sarrazin,2
Bonnie Bedelia,1
Michael Conrad,2
Al Lewis,2
Severn Darden,2
Felice Orlandi,2
Robert Fields,0
Jacquelyn Hyde,0
Ian Abercrombie,2
Dorothy Stickney,1
Lovelady Powell,1
Daniel Keyes,2
Conrad Bain,2
Jon Richards,0
Nikki Counselman,1
Carol Peterson,1
Sloane Shelton,1
Gene Williams,0
Jean Dexter,1
Valerie Ogden,1
Beverly Penberthy,1
Jennifer O'Neill,1
Gary Grimes,2
Jerry Houser,0
Oliver Conant,0
Katherine Allentuck,1
Christopher Norris,1
Lou Frizzell,0
Jon Finch,2
Barry Foster,2
Barbara Leigh-Hunt,1
Anna Massey,1
Billie Whitelaw,1
Bernard Cribbins,2
Jean Marsh,1
Elsie Randolph,1
George Tovey,0
Noel Johnson,2
Stella Stevens,1
Leslie Nielsen,2
Pamela Sue Martin,1
Eric Shea,2
Fred Sadoff,2
Roseann Williams,0
Jan Arvan,2
Byron Webster,2
Bob Hastings,2
Charles Bateman,2
Alec Cawthorne,0
John Matthews,0
Eve Channing,0
Teddy Martin,0
Kirk Calloway,2
Katherine Wilson,0
Jon Locke,0
Terence Alexander,2
Michel Auclair,2
Alan Badel,2
Tony Britton,2
Denis Carey,2
Adrien Cayla-Legrand,2
Jacques François,2
Olga Georges-Picot,1
Raymond Gérôme,2
Barrie Ingham,2
Jean Martin,2
Anton Rodgers,2
Delphine Seyrig,1
Donald Sinden,2
Jean Sorel,2
David Swift,2
Bernard Archard,2
Jacques Alric,0
Colette Bergé,0
Edmond Bernard,0
Gérard Buhr,2
Philippe Léotard,2
Maurice Teynac,0
Nicolas Vogel,0
Féodor Atkine,2
Albert Augier,2
Madeleine Barbulée,0
Jacques Brunet,0
Raoul Curet,2
Madeleine Damien,1
Yvonne Dany,0
Nicole Desailly,0
Max Faulkner,2
Robert Favart,2
Andréa Ferréol,1
Gilberte Géniat,0
Jacques Hilling,2
David Kernan,2
Robert le Béal,2
Roger Lumont,2
Mike Marshall,2
Max Melloy,0
Jean Michaud,2
Bernard Musson,2
Pierre Risch,0
Liliane Rovère,1
Bernard Spiegel,0
Jacqueline Stanbury,0
Michel Subor,2
François Valorbe,0
Howard Vernon,2
Nicholas Young,0
Jack Gilford,2
Patricia Smith,1
William Hansen,2
Harvey Jason,2
Liv Lindeland,1
Lara Parker,1
Janina,0
Biff Elliot,0
Madeline Lee,0
Ben Freedman,0
Cornelia Sharpe,1
James Tolkan,2
Alan North,2
Ted Beniades,0
Val Bisoglio,2
Hank Garrett,2
John Medici,2
Barbara Eda-Young,1
Joseph Bova,0
John Stewart,0
Woodie King Jr.,0
Edward Grover,2
Norman Ornellas,0
Albert Henderson,2
Sal Carollo,2
Mildred Clinton,1
Gus Fleming,0
Richard Foronjy,2
John McQuade,0
George Ede,2
Charles White,0
P.J. Benjamin,0
Don Billett,2
John Brandon,2
Roy Cheverie,0
Marjorie Eliot,1
René Enríquez,2
Conard Fowkes,0
Paul E. Guskin,0
Nick Hardin,2
George Loros,0
William Pelt,0
Franklin Scott,0
Ben Slack,2
Jaime Sánchez,2
Mary Louise Weller,1
Maria Schneider,1
Catherine Breillat,1
Veronica Lazar,1
Jean-Pierre Léaud,2
Gitt Magrini,1
Marie-Hélène Breillat,1
Maria Michi,1
Catherine Allégret,1
Luce Marquand,0
Massimo Girotti,0
Catherine Sola,1
Mauro Marchetti,0
Rachel Kesterber,0
Armand Abplanalp,0
Richard Roundtree,2
Marjoe Gortner,2
Barry Sullivan,2
Victoria Principal,1
Monica Lewis,1
Gabriel Dell,2
Pedro Armendáriz Jr.,2
Kip Niven,2
Tiger Williams,0
William Whitaker,2
Peter Falk,2
Gena Rowlands,1
Fred Draper,2
Lady Rowlands,1
Katherine Cassavetes,1
Matthew Charles Laborteaux,2
Matthew Cassel,0
Christina Grisanti,0
O.G. Dunn,0
Eddie Shaw,0
James Joyce,2
Angelo Grisanti,0
Cliff Carnell,2
Hugh Hurd,0
Dominique Davalos,1
Xan Cassavetes,1
Sam Wanamaker,2
David de Keyser,2
Luther Adler,2
Maria Schell,1
Paul Koslo,2
Jonathan Pryce,2
Brian Gilbert,2
Georgina Hale,0
Milo Sperber,0
Keith Barron,2
Ian Cullen,2
David Daker,2
Ina Skriver,1
Victor Spinetti,2
Günter Meisner,2
Frederick Jaeger,2
Luis Ciges,0
Laura Gemser,1
François Truffaut,2
J. Patrick McNamara,2
Warren J. Kemmerling,2
Roberts Blossom,2
Phil Dodds,0
Cary Guffey,0
Shawn Bishop,0
Adrienne Campbell,0
Justin Dreyfuss,2
Merrill Connally,0
Amy Douglass,1
Norman Bartold,2
F.J. O'Neil,2
Hal Barwood,2
Matthew Robbins,2
Gene Rader,0
Chuy Franco,2
Luis Contreras,2
Galen Thompson,0
Monty Jordan,2
Stephen Powers,0
George DiCenzo,0
J. Allen Hynek,0
Howard K. Smith,2
Philip Dodds,2
Mary Gafrey,0
Michael J. Dyer,0
Roger Ernest,0
Randy Hermann,0
David Anderson,0
Richard L. Hawkins,0
Craig Shreeve,2
Roy E. Richards,0
Dennis McMullen,2
Cy Young,0
Richard Stuart,0
Bob Westmoreland,2
Matt Emery,0
John Ewing,2
Kirk Raymond,0
Keith Atkinson,0
Bibi Andersson,1
Ben Piazza,2
Susan Tyrrell,1
Barbara Steele,1
Sylvia Sidney,1
Robert Viharo,2
Brooke Adams,1
Linda Manz,1
Stuart Margolin,2
Scott Brady,2
James Hampton,2
Daniel Valdez,0
Stan Bohrman,0
Michael Alaimo,2
Khalilah Ali,0
Paul Larson,2
Alan Beckwith,0
Ron Lombard,0
Tom Eure,0
Nick Pellegrino,2
Daniel Lewk,0
Allan Chinn,0
Martin Fiscoe,0
Alan Kaul,0
Michael Mann,0
David Eisenbise,0
Reuben Collins,0
E. Hampton Beagle,2
David Pfeiffer,0
Lewis Arquette,2
James Hall,2
Carol Schlanger,1
Trudy Lane,0
Jack Smith Jr.,0
David Arnsen,0
Donald Bishop,0
Al Baietti,0
Diandra Morrell,0
Darrell Larson,2
Roger Pancake,0
Joe Lowry,0
Harry M. Williams,0
Dennis Barker,0
Joseph Garcia,2
James Kline,0
Clay Hodges,0
Robert A. Bowen,0
Robert Buckingham,0
John Philip Dayton,2
Paul DeCeglie,0
Peter Paul Eastman,0
Paul LeClair,2
Ray Pourchot,0
Hank Robinson,2
George Simmons,0
Nico Stevens,0
Manny Weltman,0
Ed Flanders,2
Neville Brand,2
Moses Gunn,2
Alejandro Rey,2
Tom Atkins,2
Steve Sandor,2
Richard Lynch,2
Steve Railsback,2
Sharon Farrell,1
Adam Roarke,2
Philip Bruns,2
Charles Bail,2
John Garwood,0
Jim Hess,0
John Pearce,0
Michael Railsback,0
Dee Carroll,1
Leslie Winograde,0
Whitey Hughes,2
Walter Robles,2
A.J. Bakunas,0
Roberto Caruso,2
Frank Avila,0
Stafford Morgan,2
John Alderman,0
Jack Palinkas,0
Garrett McPherson,0
Nelson Tyler,0
Louis Gartner,0
James Avery,2
Gregg Berger,2
Patricia McPherson,1
Lynsey Baxter,1
Penelope Wilton,1
Jean Faulds,0
Charlotte Mitchell,1
Colin Jeavons,2
Arabella Weir,1
Ben Forster,0
Catherine Willmer,0
Anthony Langdon,0
Edward Duke,0
Graham Fletcher-Cook,2
Richard Hope,2
Toni Palmer,0
Cecily Hobbs,1
Doreen Mantle,1
Gérard Falconetti,0
Joanna Joseph,0
Jude Alderson,0
Cora Kinnaird,0
Orlando Fraser,0
Fredrika Morton,0
Alice Maschler,0
Kenny Marino,2
Tony Page,2
Norman Parker,2
Paul Roebling,0
Steve Inwood,2
Matthew Laurance,2
Tony Turco,0
Pat O’Brien,2
Donald O'Connor,2
Mandy Patinkin,2
Debbie Allen,1
Norman Mailer,2
Bruce Boa,2
Hoolihand Burke,0
Edwin Cooper,0
Fran Drescher,1
Alan Gifford,0
Calvin Levels,2
Billy J. Mitchell,2
Jenny Nichols,1
Max Nichols,2
Zack Norman,2
Eloise Taylor,0
Don Plumley,0
Ted Ross,2
Dorsey Wright,2
Robert Arden,2
Robert Boyd,2
Thomas A. Carlin,2
John Clarkson,2
Brian F. Dean,0
Derek Martin,2
Al Matthews,2
Louis Gossett Jr.,2
David Keith,2
Lisa Blount,1
Lisa Eilbacher,1
Harold Sylvester,0
David Caruso,2
Victor French,2
Tommy Petersen,0
Mara Scott-Wood,1
David Greenfield,0
Dennis Rucker,2
Jane Wilbur,1
Buck Welcher,0
Vern Taylor,0
David R. Marshall,0
Gary C. Stillwell,0
John Laughlin,2
Tee Dennard,2
Norbert M. Murray,2
Daniel Tyler,2
William S. Graves,2
Pia Boyer,1
Danna Kiesel,1
Meleesa Wyatt,1
Jo Anna Keane,1
Bernard Madrid,2
Randy Tat,2
Tom Conti,0
Joel Fabiani,2
Cynthia Harris,1
Jack Davidson,2
Ed Grady,2
Peter MacNicol,2
Rita Karin,1
Stephen D. Newman,0
Greta Turken,0
Josh Mostel,2
Marcell Rosenblatt,0
Moishe Rosenfeld,0
Eugene Lipinski,2
John Rothman,2
Joseph Leon,2
Nina Polan,0
Karlheinz Hackl,2
Ulli Fessl,0
Krystyna Karkowska,0
Katharina Thalbach,1
Peter Wagenbreth,0
Ivica Pajer,0
Diana Scarwid,1
Ron Silver,2
Charles Hallahan,2
Henderson Forsythe,2
J. C. Quinn,2
Richard Hamilton,2
Les Lannom,2
Graham Jarvis,2
Gregory Hines,2
Diane Lane,1
Lonette McKee,1
Bob Hoskins,2
Gwen Verdon,1
Lisa Jane Persky,1
Maurice Hines,0
Julian Beck,0
Tom Waits,2
Ron Karabatsos,0
Glenn Withrow,2
Jennifer Grey,1
Wynonna Smith,0
Thelma Carpenter,1
Charles 'Honi' Coles,0
Larry Marshall,0
Joe Dallesandro,2
Tucker Smallwood,2
Giancarlo Esposito,2
Tracey Ross,0
Mario Van Peebles,2
Ed O'Ross,2
Frederick Downs Jr.,0
Dayton Allen,0
Kim Chan,2
Ed Rowan,0
Leonard Termo,2
Rony Clanton,2
Bill Cobbs,2
Joe Lynn,0
Oscar Barnes,0
Ed Zang,0
Sandra Beall,0
Zane Mark,0
Randle Mell,2
Gregory Rozakis,0
Vincent Jerman-Jerosa,0
Jackée Harry,1
Sonya Hensley,0
Valarie Pettiford,1
Kimberly Dorsey,1
Anton Evangelista,0
Nicholas J. Giangiulio,0
Suzanne Kaaren,1
Robin Karfo,0
Naylon Mitchell,0
Ray Negron,0
Kirk Taylor,2
Wil Wheaton,2
River Phoenix,2
Corey Feldman,2
Casey Siemaszko,2
Gary Riley,2
Bradley Gregg,2
Jason Oliver,2
Frances Lee McCain,1
William Bronder,2
Madeleine Swift,0
Popeye,0
Geanette Bobst,0
Art Burke,0
Matt Williams,0
Andy Lindberg,0
Dick Durock,2
O.B. Babbs,2
Charlie Owens,0
Kenneth Hodges,0
John Hodges,0
Susan Thorpe,0
Korey Scott Pollard,0
Rick Elliott,2
Kent W. Luttrell,2
Chance Quinn,0
Jason Naylor,0
Sky Siewerski,2
Kate Hardie,1
John Matshikiza,2
John Thaw,2
Kevin McNally,2
Josette Simon,1
Juanita Waterman,0
Ian Richardson,2
Andrew McCulloch,2
Gary Whelan,2
Badi Uzzaman,0
Gwyneth Powell,1
John Hargreaves,2
Philip Bretherton,2
Joseph Marcell,2
Judy Cornwell,1
John Paul,2
William Marlowe,2
Paul Jerricho,2
Ben Stiller,2
Masatō Ibu,2
Emily Richard,1
Takatarô Kataoka,0
Zhai Nai She,0
Guts Ishimatsu,2
Emma Piper,0
Jack Dearlove,0
Anna Turner,1
Ann Castle,0
Ralph Michael,2
Sybil Maas,0
Barrie Houghton,2
James Walker,2
Peter Gale,0
Lou Diamond Phillips,2
Danielle von Zerneck,1
Elizabeth Peña,1
Rosanna DeSoto,1
Esai Morales,2
Marshall Crenshaw,0
Brian Setzer,2
Howard Huntsberry,0
Felipe Cantu,0
Eddie Frias,0
Mike Moroff,2
Geoffrey Rivas,2
Maggie Gwinn,1
Jeffrey Alan Chandler,2
Stephen Lee,2
Lettie Ibarra,1
Diane Rodriguez,1
Katie Valdez,1
Gloria Balcorta,1
Ernesto Hernández,0
Thom Pintello,0
Stephen F. Schmidt,0
Rosanna Locke,1
Kim Sebastian,1
Dyana Ortelli,1
Andy Griggs,0
Art K. Koustik,0
Tony Genaro,2
Allison Robinson,1
Hunter Payne,0
Joe Miller,0
Mary Ann Tanedo,1
Barb Jittner,1
Brian Russell,0
Yolanda Martinez Olivarri,1
Frank Aragon,0
Linda Holdahl,1
Matthew Shields,0
Reynaldo Silva,0
Connie Valenzuela,1
Rick Dees,2
Dale Reeves,0
David Hoflin,2
Jason Reason,0
Michael Wetter,0
Kane Barton,0
Trent Roberts,0
Jane Coker,0
Rae-Leigh Henson,0
Nicolette Minster,0
Debra Lawrance,1
Pat Thomson,1
Brian James,0
Maurie Fields,0
Peter Hosking,0
Matthew Barker,0
Bruce Kilpatrick,0
Charles Tingwell,2
Bruce Myles,2
Neil Fitzpatrick,0
Dennis Miller,2
Lewis Fitz-Gerald,2
Brendan Higgins,0
Ian Swan,0
Sandy Gore,1
Kevin Miles,2
Edgar Metcalfe,0
Gary Files,0
Peter Aanensen,0
Jon Finlayson,0
David Ravenswood,0
Roderick Williams,0
Eve Godly,0
Reg Evans,0
James Wright,0
Luciano Catenacci,2
Bill Johnston,0
Robin Dene,0
Geoffrey O'Connell,0
Michael Croft,0
George Viskich,0
Merrin Canning,0
Valma Pratt,0
Jim Holt,2
Frankie J. Holden,0
Tim Robertson,2
Patsy Stephen,0
Ian Gilmour,0
Peter Sardi,0
Bill Garner,0
Marion McKenzie,0
Johnny Quinn,0
Deborra-Lee Furness,1
Chuck Faulkner,0
Terrie Waddell,0
Quentin MacLaine,0
Greta Mendoza,0
Vincent Vaccari,0
Abbe Holmes,0
David Wilson,0
John Heywood,0
